sku,item_number,upc_ean_gtin,manufacturer_part_number,product_name,short_description,long_description,product_category,subcategory,brand,model,product_status,unit_of_measure,inventory_type,stocking_indicator,reorder_point,safety_stock,lead_time_days,min_order_qty,max_order_qty,cycle_count_class,lot_controlled,serial_controlled,standard_cost,average_cost,last_cost,list_price,selling_price,currency,price_effective_date,primary_vendor_id,primary_vendor_name,vendor_sku,vendor_lead_time_days,country_of_origin,weight_lbs,length_in,width_in,height_in,volume_cubic_in,color,material,hazardous_material_flag,warehouse_id,zone,aisle,rack,shelf,bin,warehouse_location_code,storage_type,seo_title,product_image_url,product_page_url,marketing_description,keywords,web_enabled,channel,created_date,created_by,last_modified_date,last_modified_by,version_number
STO-COR-A880-SL-0315,ITM-000315,196463004023,MPN-COR-538698,CoreByte A880-SL USB Flash Drive,USB Flash Drive by CoreByte,CoreByte A880-SL USB Flash Drive for consumer and business electronics applications.,Storage,USB Flash Drive,CoreByte,A880-SL,Active,EA,Finished Good,Stocked,111,21,30,10,2500,B,N,Y,463.19,450.68,483.82,1077.12,892.1,USD,2024-09-21,SUP-004,Tokyo Precision Devices,V-SUP-004-53332,46,Japan,7.18,19.68,14.02,5.44,1500.97,Silver,Glass,N,WH-MIA-01,Z03,A30,R044,S06,B04,Z03-A30-R044-S06-B04,Pallet,Buy CoreByte A880-SL USB Flash Drive,https://example.com/images/STO-COR-A880-SL-0315.jpg,https://example.com/products/STO-COR-A880-SL-0315,Reliable usb flash drive with modern electronics features and dependable performance.,"storage,usb-flash-drive,corebyte,a880-sl",Y,Retail,2024-09-21,mchen,2025-02-15,mchen,1
KEY-OMN-N621-WH-0316,ITM-000316,760944128333,MPN-OMN-586903,OmniLink N621-WH Gaming Keyboard,Gaming Keyboard by OmniLink,OmniLink N621-WH Gaming Keyboard for consumer and business electronics applications.,Keyboard,Gaming Keyboard,OmniLink,N621-WH,Active,EA,Finished Good,Stocked,183,71,35,1,1000,C,N,N,67.12,66.71,65.88,127.99,108.96,USD,2024-12-07,SUP-002,Taipei Core Components,V-SUP-002-40891,67,Taiwan,11.69,18.74,2.74,4.65,238.77,Matte Black,Polycarbonate,N,WH-MIA-01,Z14,A10,R054,S08,B01,Z14-A10-R054-S08-B01,Cage,Buy OmniLink N621-WH Gaming Keyboard,https://example.com/images/KEY-OMN-N621-WH-0316.jpg,https://example.com/products/KEY-OMN-N621-WH-0316,Reliable gaming keyboard with modern electronics features and dependable performance.,"keyboard,gaming-keyboard,omnilink,n621-wh",Y,Marketplace,2024-12-07,gtovar,2025-03-11,arodriguez,4
MOU-VOL-A444-SL-0317,ITM-000317,959611110286,MPN-VOL-616579,VoltEdge A444-SL Gaming Mouse,Gaming Mouse by VoltEdge,VoltEdge A444-SL Gaming Mouse for consumer and business electronics applications.,Mouse,Gaming Mouse,VoltEdge,A444-SL,Active,EA,Finished Good,Non-stocked,170,21,6,1,1000,A,N,N,7.13,7.4,7.4,16.0,12.97,USD,2025-09-21,SUP-006,Monterrey Cable Works,V-SUP-006-61231,67,Mexico,1.07,3.26,2.33,1.46,11.09,White,Glass,N,WH-MIA-01,Z04,A03,R075,S02,B01,Z04-A03-R075-S02-B01,Bulk,Buy VoltEdge A444-SL Gaming Mouse,https://example.com/images/MOU-VOL-A444-SL-0317.jpg,https://example.com/products/MOU-VOL-A444-SL-0317,Reliable gaming mouse with modern electronics features and dependable performance.,"mouse,gaming-mouse,voltedge,a444-sl",Y,B2B,2025-09-21,jmartinez,2025-09-21,jmartinez,2
ACC-COR-X573-MAX-0318,ITM-000318,428179340652,MPN-COR-828664,CoreByte X573-MAX Webcam,Webcam by CoreByte,CoreByte X573-MAX Webcam for consumer and business electronics applications.,Accessory,Webcam,CoreByte,X573-MAX,Active,EA,Component,Stocked,248,67,22,1,1000,B,N,N,195.83,205.38,193.91,407.16,365.06,USD,2024-06-01,SUP-004,Tokyo Precision Devices,V-SUP-004-51936,35,Japan,7.08,14.95,2.48,1.53,56.73,Matte Black,Polycarbonate,N,WH-MIA-01,Z04,A10,R014,S08,B02,Z04-A10-R014-S08-B02,Bulk,Buy CoreByte X573-MAX Webcam,https://example.com/images/ACC-COR-X573-MAX-0318.jpg,https://example.com/products/ACC-COR-X573-MAX-0318,Reliable webcam with modern electronics features and dependable performance.,"accessory,webcam,corebyte,x573-max",Y,B2B,2024-06-01,arodriguez,2024-06-19,arodriguez,5
CAB-NEX-X472-SL-0319,ITM-000319,635100462776,MPN-NEX-921794,NextCom X472-SL DisplayPort Cable,DisplayPort Cable by NextCom,NextCom X472-SL DisplayPort Cable for consumer and business electronics applications.,Cable,DisplayPort Cable,NextCom,X472-SL,Discontinued,PACK,Component,Stocked,213,43,50,20,1000,C,Y,N,50.96,52.28,48.46,99.83,82.73,USD,2024-07-26,SUP-005,Austin Tech Distribution,V-SUP-005-11209,51,USA,1.31,7.38,7.93,0.87,50.92,Red,ABS Plastic,N,WH-MIA-01,Z05,A16,R066,S08,B03,Z05-A16-R066-S08-B03,Shelf,Buy NextCom X472-SL DisplayPort Cable,https://example.com/images/CAB-NEX-X472-SL-0319.jpg,https://example.com/products/CAB-NEX-X472-SL-0319,Reliable displayport cable with modern electronics features and dependable performance.,"cable,displayport-cable,nextcom,x472-sl",N,Marketplace,2024-07-26,sku_admin,2024-09-10,gtovar,9
CAB-COR-N796-PLUS-0320,ITM-000320,848689993607,MPN-COR-854038,CoreByte N796-PLUS USB-C Cable,USB-C Cable by CoreByte,CoreByte N796-PLUS USB-C Cable for consumer and business electronics applications.,Cable,USB-C Cable,CoreByte,N796-PLUS,Active,BOX,Component,Stocked,198,60,5,1,500,A,N,N,38.82,39.13,41.31,71.59,57.93,USD,2025-11-15,SUP-010,Bangalore Peripheral Supply,V-SUP-010-44782,5,India,1.76,11.31,7.01,1.06,84.04,Gray,Plastic,N,WH-MIA-01,Z09,A20,R084,S01,B02,Z09-A20-R084-S01-B02,Cage,Buy CoreByte N796-PLUS USB-C Cable,https://example.com/images/CAB-COR-N796-PLUS-0320.jpg,https://example.com/products/CAB-COR-N796-PLUS-0320,Reliable usb-c cable with modern electronics features and dependable performance.,"cable,usb-c-cable,corebyte,n796-plus",Y,Retail,2025-11-15,arodriguez,2026-04-12,sku_admin,7
TV-APE-X921-WH-0321,ITM-000321,886084907938,MPN-APE-793411,ApexTech X921-WH Mini-LED TV,Mini-LED TV by ApexTech,ApexTech X921-WH Mini-LED TV for consumer and business electronics applications.,TV,Mini-LED TV,ApexTech,X921-WH,Active,EA,Finished Good,Stocked,204,16,57,1,1000,C,N,Y,376.86,365.98,379.06,659.62,591.19,USD,2025-03-01,SUP-004,Tokyo Precision Devices,V-SUP-004-31483,51,Japan,71.79,28.97,2.52,37.98,2772.71,White,Glass,N,WH-MIA-01,Z09,A11,R085,S05,B03,Z09-A11-R085-S05-B03,Bulk,Buy ApexTech X921-WH Mini-LED TV,https://example.com/images/TV-APE-X921-WH-0321.jpg,https://example.com/products/TV-APE-X921-WH-0321,Reliable mini-led tv with modern electronics features and dependable performance.,"tv,mini-led-tv,apextech,x921-wh",Y,B2B,2025-03-01,sku_admin,2025-04-11,jmartinez,11
COM-COR-X973-BK-0322,ITM-000322,314217518878,MPN-COR-228028,CoreByte X973-BK Laptop,Laptop by CoreByte,CoreByte X973-BK Laptop for consumer and business electronics applications.,Computer,Laptop,CoreByte,X973-BK,Active,EA,Finished Good,Non-stocked,162,37,53,1,500,A,N,Y,732.58,765.98,765.03,1717.97,1394.25,USD,2025-10-08,SUP-010,Bangalore Peripheral Supply,V-SUP-010-61023,60,India,36.59,20.69,7.21,1.61,240.17,White,Polycarbonate,N,WH-MIA-01,Z05,A22,R021,S04,B04,Z05-A22-R021-S04-B04,Pallet,Buy CoreByte X973-BK Laptop,https://example.com/images/COM-COR-X973-BK-0322.jpg,https://example.com/products/COM-COR-X973-BK-0322,Reliable laptop with modern electronics features and dependable performance.,"computer,laptop,corebyte,x973-bk",Y,B2B,2025-10-08,gtovar,2026-01-05,arodriguez,11
STO-SIG-A954-PLUS-0323,ITM-000323,787655300730,MPN-SIG-698673,SignalMax A954-PLUS External SSD,External SSD by SignalMax,SignalMax A954-PLUS External SSD for consumer and business electronics applications.,Storage,External SSD,SignalMax,A954-PLUS,Active,EA,Finished Good,Stocked,175,49,44,1,1000,C,N,N,389.64,404.23,400.28,904.92,778.57,USD,2024-09-08,SUP-002,Taipei Core Components,V-SUP-002-48463,9,Taiwan,9.02,11.05,9.2,5.96,605.89,White,Plastic,N,WH-MIA-01,Z11,A08,R080,S01,B03,Z11-A08-R080-S01-B03,Pallet,Buy SignalMax A954-PLUS External SSD,https://example.com/images/STO-SIG-A954-PLUS-0323.jpg,https://example.com/products/STO-SIG-A954-PLUS-0323,Reliable external ssd with modern electronics features and dependable performance.,"storage,external-ssd,signalmax,a954-plus",Y,Wholesale,2024-09-08,mchen,2024-11-26,sku_admin,7
ROU-PIX-P176-MAX-0324,ITM-000324,517446004521,MPN-PIX-244100,PixelPro P176-MAX Enterprise Router,Enterprise Router by PixelPro,PixelPro P176-MAX Enterprise Router for consumer and business electronics applications.,Router,Enterprise Router,PixelPro,P176-MAX,Active,EA,Finished Good,Stocked,158,14,26,1,100,B,N,Y,158.18,160.73,162.24,330.75,310.34,USD,2025-11-04,SUP-001,Shenzhen Bright Electronics,V-SUP-001-15339,44,China,2.57,13.26,8.4,3.17,353.09,Graphite,Aluminum,N,WH-MIA-01,Z03,A36,R074,S05,B05,Z03-A36-R074-S05-B05,Rack,Buy PixelPro P176-MAX Enterprise Router,https://example.com/images/ROU-PIX-P176-MAX-0324.jpg,https://example.com/products/ROU-PIX-P176-MAX-0324,Reliable enterprise router with modern electronics features and dependable performance.,"router,enterprise-router,pixelpro,p176-max",Y,E-commerce,2025-11-04,gtovar,2026-01-19,sku_admin,3
COM-VOL-X209-PRO-0325,ITM-000325,075681429831,MPN-VOL-450290,VoltEdge X209-PRO Laptop,Laptop by VoltEdge,VoltEdge X209-PRO Laptop for consumer and business electronics applications.,Computer,Laptop,VoltEdge,X209-PRO,Active,EA,Finished Good,Stocked,171,74,47,1,100,B,N,Y,1217.84,1274.57,1293.71,2694.47,2339.08,USD,2025-03-16,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-60913,29,Vietnam,2.23,16.37,9.83,14.41,2318.82,Blue,ABS Plastic,N,WH-MIA-01,Z07,A32,R071,S04,B01,Z07-A32-R071-S04-B01,Bulk,Buy VoltEdge X209-PRO Laptop,https://example.com/images/COM-VOL-X209-PRO-0325.jpg,https://example.com/products/COM-VOL-X209-PRO-0325,Reliable laptop with modern electronics features and dependable performance.,"computer,laptop,voltedge,x209-pro",Y,Marketplace,2025-03-16,mchen,2025-05-09,kpatel,10
MOU-ZEN-G976-BK-0326,ITM-000326,649701693429,MPN-ZEN-293313,Zenith Digital G976-BK Ergonomic Mouse,Ergonomic Mouse by Zenith Digital,Zenith Digital G976-BK Ergonomic Mouse for consumer and business electronics applications.,Mouse,Ergonomic Mouse,Zenith Digital,G976-BK,Inactive,EA,Finished Good,Stocked,35,87,18,1,100,A,N,N,105.22,108.22,109.32,171.95,159.72,USD,2024-07-30,SUP-004,Tokyo Precision Devices,V-SUP-004-94929,20,Japan,0.56,3.34,2.01,1.32,8.86,Red,ABS Plastic,N,WH-MIA-01,Z04,A01,R053,S02,B03,Z04-A01-R053-S02-B03,Cage,Buy Zenith Digital G976-BK Ergonomic Mouse,https://example.com/images/MOU-ZEN-G976-BK-0326.jpg,https://example.com/products/MOU-ZEN-G976-BK-0326,Reliable ergonomic mouse with modern electronics features and dependable performance.,"mouse,ergonomic-mouse,zenith-digital,g976-bk",N,B2B,2024-07-30,jmartinez,2024-11-21,jmartinez,11
MOU-NEX-A978-PLUS-0327,ITM-000327,236533774604,MPN-NEX-103205,NextCom A978-PLUS Bluetooth Mouse,Bluetooth Mouse by NextCom,NextCom A978-PLUS Bluetooth Mouse for consumer and business electronics applications.,Mouse,Bluetooth Mouse,NextCom,A978-PLUS,Active,EA,Finished Good,Stocked,45,9,53,1,1000,C,N,N,30.08,31.3,29.13,57.44,51.94,USD,2024-07-24,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-61196,39,Vietnam,1.2,4.42,3.53,1.1,17.16,Silver,Mixed Materials,N,WH-MIA-01,Z15,A23,R039,S04,B04,Z15-A23-R039-S04-B04,Pallet,Buy NextCom A978-PLUS Bluetooth Mouse,https://example.com/images/MOU-NEX-A978-PLUS-0327.jpg,https://example.com/products/MOU-NEX-A978-PLUS-0327,Reliable bluetooth mouse with modern electronics features and dependable performance.,"mouse,bluetooth-mouse,nextcom,a978-plus",Y,E-commerce,2024-07-24,arodriguez,2025-01-16,sku_admin,4
STO-ZEN-G621-PLUS-0328,ITM-000328,214584148460,MPN-ZEN-166026,Zenith Digital G621-PLUS NAS Drive,NAS Drive by Zenith Digital,Zenith Digital G621-PLUS NAS Drive for consumer and business electronics applications.,Storage,NAS Drive,Zenith Digital,G621-PLUS,Active,EA,Finished Good,Stocked,66,38,19,1,2500,C,N,N,524.16,549.42,498.18,1032.13,831.21,USD,2026-01-08,SUP-006,Monterrey Cable Works,V-SUP-006-45643,30,Mexico,11.6,16.08,7.46,4.07,488.22,Graphite,ABS Plastic,N,WH-MIA-01,Z16,A13,R024,S02,B03,Z16-A13-R024-S02-B03,Cage,Buy Zenith Digital G621-PLUS NAS Drive,https://example.com/images/STO-ZEN-G621-PLUS-0328.jpg,https://example.com/products/STO-ZEN-G621-PLUS-0328,Reliable nas drive with modern electronics features and dependable performance.,"storage,nas-drive,zenith-digital,g621-plus",Y,B2B,2026-01-08,arodriguez,2026-04-26,kpatel,4
CAB-APE-N465-PRO-0329,ITM-000329,385736801192,MPN-APE-342540,ApexTech N465-PRO Ethernet Cable,Ethernet Cable by ApexTech,ApexTech N465-PRO Ethernet Cable for consumer and business electronics applications.,Cable,Ethernet Cable,ApexTech,N465-PRO,Active,EA,Accessory,Stocked,110,70,50,1,100,C,N,N,33.39,32.98,32.65,57.54,51.18,USD,2024-08-30,SUP-001,Shenzhen Bright Electronics,V-SUP-001-42809,73,China,0.84,11.26,4.45,2.98,149.32,Gray,Plastic,N,WH-MIA-01,Z19,A29,R027,S02,B03,Z19-A29-R027-S02-B03,Rack,Buy ApexTech N465-PRO Ethernet Cable,https://example.com/images/CAB-APE-N465-PRO-0329.jpg,https://example.com/products/CAB-APE-N465-PRO-0329,Reliable ethernet cable with modern electronics features and dependable performance.,"cable,ethernet-cable,apextech,n465-pro",Y,B2B,2024-08-30,gtovar,2025-02-02,gtovar,3
TV-ZEN-P438-BK-0330,ITM-000330,189394065578,MPN-ZEN-829744,Zenith Digital P438-BK Mini-LED TV,Mini-LED TV by Zenith Digital,Zenith Digital P438-BK Mini-LED TV for consumer and business electronics applications.,TV,Mini-LED TV,Zenith Digital,P438-BK,Active,EA,Finished Good,Stocked,194,14,43,10,100,C,N,Y,299.83,308.52,313.39,630.85,579.2,USD,2025-01-10,SUP-004,Tokyo Precision Devices,V-SUP-004-66599,24,Japan,26.86,41.86,2.25,29.59,2786.93,White,Steel,N,WH-MIA-01,Z20,A09,R005,S02,B02,Z20-A09-R005-S02-B02,Shelf,Buy Zenith Digital P438-BK Mini-LED TV,https://example.com/images/TV-ZEN-P438-BK-0330.jpg,https://example.com/products/TV-ZEN-P438-BK-0330,Reliable mini-led tv with modern electronics features and dependable performance.,"tv,mini-led-tv,zenith-digital,p438-bk",Y,Retail,2025-01-10,arodriguez,2025-06-19,kpatel,6
TV-COR-R963-PRO-0331,ITM-000331,112312616324,MPN-COR-848365,CoreByte R963-PRO Smart TV,Smart TV by CoreByte,CoreByte R963-PRO Smart TV for consumer and business electronics applications.,TV,Smart TV,CoreByte,R963-PRO,Active,EA,Finished Good,Non-stocked,147,88,36,10,2500,B,N,N,392.15,397.1,401.46,676.39,545.16,USD,2025-02-19,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-70931,16,Vietnam,25.33,67.32,3.78,25.84,6575.49,White,Steel,N,WH-MIA-01,Z20,A14,R094,S01,B02,Z20-A14-R094-S01-B02,Pallet,Buy CoreByte R963-PRO Smart TV,https://example.com/images/TV-COR-R963-PRO-0331.jpg,https://example.com/products/TV-COR-R963-PRO-0331,Reliable smart tv with modern electronics features and dependable performance.,"tv,smart-tv,corebyte,r963-pro",Y,B2B,2025-02-19,sku_admin,2025-05-05,mchen,2
AUD-QUA-R694-PLUS-0332,ITM-000332,208283230898,MPN-QUA-177775,QuantumGear R694-PLUS Conference Speaker,Conference Speaker by QuantumGear,QuantumGear R694-PLUS Conference Speaker for consumer and business electronics applications.,Audio,Conference Speaker,QuantumGear,R694-PLUS,Active,EA,Finished Good,Stocked,146,12,24,10,2500,A,N,Y,212.86,209.51,214.05,506.55,415.19,USD,2026-01-08,SUP-004,Tokyo Precision Devices,V-SUP-004-52184,63,Japan,2.35,16.43,11.08,1.8,327.68,Silver,Glass,N,WH-MIA-01,Z05,A40,R057,S02,B04,Z05-A40-R057-S02-B04,Rack,Buy QuantumGear R694-PLUS Conference Speaker,https://example.com/images/AUD-QUA-R694-PLUS-0332.jpg,https://example.com/products/AUD-QUA-R694-PLUS-0332,Reliable conference speaker with modern electronics features and dependable performance.,"audio,conference-speaker,quantumgear,r694-plus",Y,E-commerce,2026-01-08,mchen,2026-06-19,gtovar,1
TV-NEX-R124-PLUS-0333,ITM-000333,015291137178,MPN-NEX-779002,NextCom R124-PLUS LED TV,LED TV by NextCom,NextCom R124-PLUS LED TV for consumer and business electronics applications.,TV,LED TV,NextCom,R124-PLUS,Active,EA,Finished Good,Stocked,206,82,50,10,100,C,N,Y,570.82,558.95,610.12,1178.81,999.74,USD,2025-06-18,SUP-005,Austin Tech Distribution,V-SUP-005-47876,69,USA,30.65,32.0,5.25,33.81,5680.08,Black,ABS Plastic,N,WH-MIA-01,Z19,A35,R062,S05,B04,Z19-A35-R062-S05-B04,Shelf,Buy NextCom R124-PLUS LED TV,https://example.com/images/TV-NEX-R124-PLUS-0333.jpg,https://example.com/products/TV-NEX-R124-PLUS-0333,Reliable led tv with modern electronics features and dependable performance.,"tv,led-tv,nextcom,r124-plus",Y,B2B,2025-06-18,jmartinez,2025-07-07,jmartinez,7
STO-APE-G150-BK-0334,ITM-000334,436551584826,MPN-APE-496069,ApexTech G150-BK External SSD,External SSD by ApexTech,ApexTech G150-BK External SSD for consumer and business electronics applications.,Storage,External SSD,ApexTech,G150-BK,Active,EA,Finished Good,Stocked,65,54,12,1,2500,A,N,Y,35.0,34.43,35.87,75.49,63.12,USD,2024-12-29,SUP-009,Berlin Network Systems,V-SUP-009-78920,28,Germany,10.8,13.63,2.69,2.87,105.23,Silver,Aluminum,N,WH-MIA-01,Z14,A39,R079,S08,B05,Z14-A39-R079-S08-B05,Shelf,Buy ApexTech G150-BK External SSD,https://example.com/images/STO-APE-G150-BK-0334.jpg,https://example.com/products/STO-APE-G150-BK-0334,Reliable external ssd with modern electronics features and dependable performance.,"storage,external-ssd,apextech,g150-bk",Y,E-commerce,2024-12-29,mchen,2025-01-02,kpatel,7
MOU-NOV-G641-PLUS-0335,ITM-000335,044287738363,MPN-NOV-653985,NovaVision G641-PLUS Trackball Mouse,Trackball Mouse by NovaVision,NovaVision G641-PLUS Trackball Mouse for consumer and business electronics applications.,Mouse,Trackball Mouse,NovaVision,G641-PLUS,Inactive,EA,Finished Good,Stocked,107,36,18,1,100,A,N,N,71.59,71.13,69.6,132.6,113.89,USD,2024-04-16,SUP-005,Austin Tech Distribution,V-SUP-005-70550,10,USA,0.73,3.48,2.49,1.63,14.12,Graphite,Glass,N,WH-MIA-01,Z05,A24,R093,S07,B02,Z05-A24-R093-S07-B02,Cage,Buy NovaVision G641-PLUS Trackball Mouse,https://example.com/images/MOU-NOV-G641-PLUS-0335.jpg,https://example.com/products/MOU-NOV-G641-PLUS-0335,Reliable trackball mouse with modern electronics features and dependable performance.,"mouse,trackball-mouse,novavision,g641-plus",N,Retail,2024-04-16,arodriguez,2024-07-04,gtovar,6
MON-APE-A512-SL-0336,ITM-000336,558243017646,MPN-APE-930570,ApexTech A512-SL Ultrawide Monitor,Ultrawide Monitor by ApexTech,ApexTech A512-SL Ultrawide Monitor for consumer and business electronics applications.,Monitor,Ultrawide Monitor,ApexTech,A512-SL,Active,EA,Finished Good,Stocked,136,75,55,10,2500,A,N,Y,594.54,603.15,603.53,1135.61,1045.98,USD,2024-10-25,SUP-005,Austin Tech Distribution,V-SUP-005-37385,50,USA,10.29,37.34,2.86,21.48,2293.9,Gray,Glass,N,WH-MIA-01,Z02,A22,R005,S05,B01,Z02-A22-R005-S05-B01,Shelf,Buy ApexTech A512-SL Ultrawide Monitor,https://example.com/images/MON-APE-A512-SL-0336.jpg,https://example.com/products/MON-APE-A512-SL-0336,Reliable ultrawide monitor with modern electronics features and dependable performance.,"monitor,ultrawide-monitor,apextech,a512-sl",Y,Marketplace,2024-10-25,jmartinez,2024-12-25,jmartinez,12
CAB-NOV-X196-PLUS-0337,ITM-000337,978718093391,MPN-NOV-761518,NovaVision X196-PLUS USB-C Cable,USB-C Cable by NovaVision,NovaVision X196-PLUS USB-C Cable for consumer and business electronics applications.,Cable,USB-C Cable,NovaVision,X196-PLUS,Inactive,EA,Component,Stocked,39,53,44,1,250,A,N,N,50.66,53.02,54.17,90.87,77.51,USD,2024-07-08,SUP-009,Berlin Network Systems,V-SUP-009-86820,18,Germany,1.54,11.66,7.95,0.74,68.6,Red,Polycarbonate,N,WH-MIA-01,Z17,A27,R100,S01,B01,Z17-A27-R100-S01-B01,Pallet,Buy NovaVision X196-PLUS USB-C Cable,https://example.com/images/CAB-NOV-X196-PLUS-0337.jpg,https://example.com/products/CAB-NOV-X196-PLUS-0337,Reliable usb-c cable with modern electronics features and dependable performance.,"cable,usb-c-cable,novavision,x196-plus",N,B2B,2024-07-08,gtovar,2024-08-30,gtovar,9
TV-SIG-P441-PRO-0338,ITM-000338,744916093659,MPN-SIG-930558,SignalMax P441-PRO OLED TV,OLED TV by SignalMax,SignalMax P441-PRO OLED TV for consumer and business electronics applications.,TV,OLED TV,SignalMax,P441-PRO,Active,EA,Finished Good,Stocked,231,9,7,1,2500,A,N,N,1393.77,1416.07,1343.81,2438.98,2200.35,USD,2025-09-13,SUP-004,Tokyo Precision Devices,V-SUP-004-19633,35,Japan,38.82,50.44,5.35,33.42,9018.52,Matte Black,Glass,N,WH-MIA-01,Z14,A13,R022,S03,B02,Z14-A13-R022-S03-B02,Cage,Buy SignalMax P441-PRO OLED TV,https://example.com/images/TV-SIG-P441-PRO-0338.jpg,https://example.com/products/TV-SIG-P441-PRO-0338,Reliable oled tv with modern electronics features and dependable performance.,"tv,oled-tv,signalmax,p441-pro",Y,E-commerce,2025-09-13,mchen,2026-02-14,jmartinez,2
MOU-SIG-R977-PLUS-0339,ITM-000339,428860505376,MPN-SIG-549492,SignalMax R977-PLUS Wireless Mouse,Wireless Mouse by SignalMax,SignalMax R977-PLUS Wireless Mouse for consumer and business electronics applications.,Mouse,Wireless Mouse,SignalMax,R977-PLUS,Active,EA,Finished Good,Non-stocked,16,68,47,1,100,C,N,N,18.4,17.87,17.58,30.02,27.58,USD,2024-03-15,SUP-001,Shenzhen Bright Electronics,V-SUP-001-23100,27,China,0.88,3.61,2.78,2.33,23.38,Gray,Glass,N,WH-MIA-01,Z03,A02,R050,S03,B04,Z03-A02-R050-S03-B04,Rack,Buy SignalMax R977-PLUS Wireless Mouse,https://example.com/images/MOU-SIG-R977-PLUS-0339.jpg,https://example.com/products/MOU-SIG-R977-PLUS-0339,Reliable wireless mouse with modern electronics features and dependable performance.,"mouse,wireless-mouse,signalmax,r977-plus",Y,E-commerce,2024-03-15,kpatel,2024-06-05,jmartinez,7
AUD-QUA-G211-PRO-0340,ITM-000340,768293844013,MPN-QUA-418773,QuantumGear G211-PRO Headphones,Headphones by QuantumGear,QuantumGear G211-PRO Headphones for consumer and business electronics applications.,Audio,Headphones,QuantumGear,G211-PRO,Active,EA,Finished Good,Stocked,208,69,31,1,500,B,N,Y,726.2,747.21,739.79,1175.43,1038.83,USD,2024-02-18,SUP-004,Tokyo Precision Devices,V-SUP-004-86132,13,Japan,3.74,9.36,11.41,1.48,158.06,Blue,Glass,N,WH-MIA-01,Z12,A29,R089,S01,B05,Z12-A29-R089-S01-B05,Shelf,Buy QuantumGear G211-PRO Headphones,https://example.com/images/AUD-QUA-G211-PRO-0340.jpg,https://example.com/products/AUD-QUA-G211-PRO-0340,Reliable headphones with modern electronics features and dependable performance.,"audio,headphones,quantumgear,g211-pro",Y,Marketplace,2024-02-18,arodriguez,2024-06-26,mchen,5
